date,composite
2017-07-31,0.14319051366046037
2017-08-31,0.30998168369403456
2017-09-30,0.17141486758149235
2017-10-31,0.1226637781717548
2017-11-30,0.3385889051222495
2017-12-31,0.27696425190658286
2018-01-31,0.29742672269900483
2018-02-28,0.022420767105358574
2018-03-31,0.12350686955222516
2018-04-30,0.4886721195584123
2018-05-31,0.4335750476083776
2018-06-30,0.39449285391670097
2018-07-31,0.25173223271049355
2018-08-31,0.3584326661483912
2018-09-30,0.28937147810535546
2018-10-31,0.265356173978018
2018-11-30,0.2925024336201772
2018-12-31,0.1284151741471325
2019-01-31,0.05487193682669579
2019-02-28,0.03916918264488409
2019-03-31,-0.049431963809708275
2019-04-30,-0.1983699525595483
2019-05-31,0.012216074997546015
2019-06-30,0.1257923272716278
2019-07-31,0.19003290935652944
2019-08-31,-0.22218134221699604
2019-09-30,-0.12122585622490936
2019-10-31,-0.14879229220377682
2019-11-30,-0.09673013094065724
2019-12-31,-0.19013533459678278
2020-01-31,-0.23834170078486952
2020-02-29,-0.4070104839124329
2020-03-31,-0.6231004078107795
2020-04-30,-0.6951017759538487
2020-05-31,-0.6445717345925194
2020-06-30,-0.41572725530811677
2020-07-31,-0.43515985604805296
2020-08-31,-0.4092610611698963
2020-09-30,-0.2796164887694181
2020-10-31,-0.03883995196453557
2020-11-30,0.12398469364805219
2020-12-31,0.14397075126788908
2021-01-31,0.06476647033468239
2021-02-28,0.22099532828840165
2021-03-31,0.33954427984094576
2021-04-30,0.38744881657412283
2021-05-31,0.3362743957627799
2021-06-30,0.14593923254427485
2021-07-31,-0.045798860653922184
2021-08-31,0.027361669583093006
2021-09-30,0.2455192514752163
2021-10-31,0.3406349491880942
2021-11-30,-0.07762642501813745
2021-12-31,-0.04990966826788499
2022-01-31,0.02846993282648435
2022-02-28,0.3317530258395288
2022-03-31,0.20309900667845654
2022-04-30,0.2846715454110555
2022-05-31,0.11006007757038092
2022-06-30,0.1419145276803096
2022-07-31,-0.10607534409679781
2022-08-31,0.05488005437197418
2022-09-30,-0.02456344805827406
2022-10-31,0.20243341219243016
2022-11-30,-0.11784895121154557
2022-12-31,-0.1521748066000496
2023-01-31,-0.4283344379064823
2023-02-28,-0.3794270703980478
2023-03-31,-0.7527767223449422
2023-04-30,-0.5324891916251704
2023-05-31,-0.7420690706990728
2023-06-30,-0.4419767302222459
2023-07-31,-0.40326715014861025
2023-08-31,-0.010829779195975737
2023-09-30,-0.05250072807859701
2023-10-31,-0.17088510082836908
2023-11-30,-0.26850818159463075
2023-12-31,-0.24707791242243946
2024-01-31,-0.3157494585845301
2024-02-29,-0.16976188720928478
2024-03-31,-0.07509309655843974
2024-04-30,-0.0005973857980989069
2024-05-31,0.04332026879347344
2024-06-30,-0.25544002087932643
2024-07-31,0.17581063030940036
2024-08-31,0.2749893189751568
2024-09-30,0.43887835508528855
2024-10-31,0.1689284993219739
2024-11-30,0.4600019502209261
2024-12-31,0.2227171139914892
2025-01-31,0.29732896278564996
2025-02-28,0.15658713312958653
2025-03-31,0.3274781447205983
2025-04-30,0.21393042708740087
2025-05-31,0.07170907954103752
2025-06-30,-0.08480690905661155
2025-07-31,0.007929157795140454
2025-08-31,0.36106907563784824
2025-09-30,0.37543827371767596
2025-10-31,0.1766235407275387
2025-11-30,0.13752407522135626
2025-12-31,0.301235225145704
2026-01-31,0.46504872939342357
2026-02-28,0.40353647164435424
2026-03-31,0.4012079121566887
2026-04-30,0.15684386360995048
2026-05-31,-0.021623386149483205
2026-06-30,0.017346666518779738
